person_age,person_education,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_intent,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status
23.0,HighSchool,56321.0,2,RENT,5000.0,VENTURE,0.09,4.0,681,Yes,0
23.0,Bachelor,48187.0,0,OWN,14000.0,EDUCATION,0.29,3.0,460,Yes,0
21.0,HighSchool,12282.0,0,OWN,1000.0,EDUCATION,0.08,2.0,504,Yes,0
28.0,Associate,48819.0,7,RENT,12000.0,VENTURE,0.25,5.0,661,Yes,0
24.0,Master,117654.0,1,MORTGAGE,12000.0,HOMEIMPROVEMENT,0.1,2.0,610,No,0
24.0,Bachelor,47969.0,3,MORTGAGE,5600.0,DEBTCONSOLIDATION,0.12,4.0,691,Yes,0
24.0,HighSchool,73148.0,3,RENT,13200.0,PERSONAL,0.18,4.0,572,No,0
23.0,Associate,55704.0,0,RENT,5000.0,VENTURE,0.09,4.0,642,No,0
22.0,Master,95631.0,0,RENT,14000.0,VENTURE,0.15,3.0,617,Yes,0
41.0,HighSchool,40562.0,18,OWN,1000.0,MEDICAL,0.02,17.0,642,No,0
24.0,Associate,53668.0,3,RENT,10800.0,EDUCATION,0.2,4.0,657,Yes,0
34.0,Master,145151.0,7,MORTGAGE,7100.0,MEDICAL,0.05,8.0,699,Yes,0
24.0,HighSchool,66290.0,1,MORTGAGE,4000.0,PERSONAL,0.06,3.0,562,Yes,0
33.0,Associate,61183.0,9,RENT,3600.0,EDUCATION,0.06,5.0,653,Yes,0
21.0,Bachelor,57792.0,0,RENT,3000.0,PERSONAL,0.05,2.0,661,No,0
32.0,Bachelor,181108.0,10,RENT,25000.0,DEBTCONSOLIDATION,0.14,7.0,630,No,0
26.0,Master,43010.0,4,RENT,6600.0,MEDICAL,0.15,4.0,638,No,0
22.0,Associate,52556.0,0,RENT,13000.0,EDUCATION,0.25,4.0,644,No,0
25.0,Bachelor,78690.0,0,OWN,12000.0,PERSONAL,0.15,4.0,692,No,0
38.0,Master,49050.0,16,MORTGAGE,10000.0,MEDICAL,0.2,17.0,643,Yes,0
31.0,Associate,25622.0,6,RENT,1000.0,MEDICAL,0.04,6.0,662,No,0
23.0,Master,84543.0,0,RENT,8000.0,EDUCATION,0.09,2.0,608,Yes,0
28.0,Bachelor,22041.0,5,MORTGAGE,1500.0,EDUCATION,0.07,10.0,649,Yes,0
27.0,Associate,80457.0,5,RENT,5000.0,VENTURE,0.06,6.0,540,Yes,0
23.0,HighSchool,61381.0,0,OWN,7500.0,PERSONAL,0.12,4.0,681,No,0
23.0,HighSchool,109102.0,0,MORTGAGE,10150.0,EDUCATION,0.09,3.0,655,Yes,0
22.0,Bachelor,58262.0,2,RENT,5000.0,EDUCATION,0.09,2.0,671,Yes,0
26.0,Bachelor,78906.0,4,RENT,15000.0,MEDICAL,0.19,3.0,711,No,0
41.0,HighSchool,68230.0,20,RENT,12800.0,VENTURE,0.19,12.0,683,Yes,0
36.0,Bachelor,64572.0,14,RENT,3514.0,DEBTCONSOLIDATION,0.05,16.0,668,Yes,0
36.0,HighSchool,44299.0,13,OWN,10000.0,MEDICAL,0.23,17.0,586,Yes,0
37.0,Doctorate,74986.0,16,RENT,3753.0,VENTURE,0.05,11.0,636,Yes,0
27.0,Bachelor,52403.0,6,MORTGAGE,17500.0,VENTURE,0.33,7.0,623,No,0
31.0,HighSchool,165962.0,9,MORTGAGE,25000.0,DEBTCONSOLIDATION,0.15,6.0,653,Yes,0
26.0,Associate,108987.0,3,MORTGAGE,8000.0,EDUCATION,0.07,3.0,624,Yes,0
34.0,Associate,102791.0,10,MORTGAGE,6500.0,HOMEIMPROVEMENT,0.06,7.0,656,Yes,0
27.0,Associate,52647.0,2,RENT,5300.0,PERSONAL,0.1,7.0,644,Yes,0
29.0,HighSchool,85978.0,6,RENT,12000.0,MEDICAL,0.14,5.0,647,No,0
27.0,Bachelor,211281.0,4,MORTGAGE,11500.0,HOMEIMPROVEMENT,0.05,7.0,727,No,0
24.0,HighSchool,67194.0,2,MORTGAGE,15000.0,PERSONAL,0.22,3.0,570,Yes,0
21.0,Bachelor,49981.0,0,MORTGAGE,7000.0,DEBTCONSOLIDATION,0.14,3.0,563,Yes,0
23.0,HighSchool,39957.0,1,RENT,3000.0,VENTURE,0.08,2.0,641,Yes,0
22.0,Bachelor,73153.0,3,MORTGAGE,12000.0,EDUCATION,0.16,3.0,601,Yes,0
29.0,Bachelor,86213.0,6,MORTGAGE,4000.0,VENTURE,0.05,5.0,624,Yes,0
38.0,HighSchool,98472.0,17,RENT,24000.0,HOMEIMPROVEMENT,0.24,13.0,564,Yes,0
24.0,HighSchool,84927.0,0,RENT,6000.0,EDUCATION,0.07,2.0,654,Yes,0
35.0,Bachelor,149558.0,11,MORTGAGE,19000.0,PERSONAL,0.13,14.0,661,No,0
25.0,Bachelor,54749.0,3,RENT,8000.0,PERSONAL,0.15,3.0,696,Yes,0
23.0,Associate,94440.0,1,MORTGAGE,5000.0,EDUCATION,0.05,2.0,683,Yes,0
33.0,Bachelor,75604.0,9,RENT,3000.0,PERSONAL,0.04,9.0,716,No,0
26.0,HighSchool,108156.0,3,OWN,5000.0,PERSONAL,0.05,4.0,527,Yes,0
23.0,Bachelor,32230.0,2,MORTGAGE,7800.0,DEBTCONSOLIDATION,0.24,3.0,651,No,0
30.0,Associate,60879.0,10,OWN,10000.0,DEBTCONSOLIDATION,0.16,7.0,673,Yes,0
28.0,Associate,49280.0,5,MORTGAGE,11200.0,HOMEIMPROVEMENT,0.23,9.0,664,Yes,0
25.0,Bachelor,60570.0,2,MORTGAGE,10000.0,VENTURE,0.17,2.0,718,No,0
27.0,Associate,102961.0,5,MORTGAGE,10400.0,EDUCATION,0.1,6.0,629,Yes,0
46.0,Master,42945.0,23,RENT,1000.0,VENTURE,0.02,12.0,633,Yes,0
30.0,Bachelor,107668.0,6,RENT,6000.0,MEDICAL,0.06,5.0,582,Yes,0
26.0,HighSchool,39060.0,5,RENT,6351.0,EDUCATION,0.16,4.0,634,Yes,0
21.0,Associate,79351.0,1,MORTGAGE,16075.0,VENTURE,0.2,3.0,614,No,0
22.0,Bachelor,87616.0,0,MORTGAGE,3500.0,DEBTCONSOLIDATION,0.04,4.0,685,Yes,0
23.0,HighSchool,118819.0,2,MORTGAGE,14500.0,EDUCATION,0.12,3.0,656,No,0
25.0,Bachelor,104872.0,1,MORTGAGE,13000.0,DEBTCONSOLIDATION,0.12,4.0,627,Yes,0
30.0,Associate,137892.0,10,MORTGAGE,7200.0,MEDICAL,0.05,8.0,593,No,0
32.0,HighSchool,180869.0,10,RENT,4600.0,MEDICAL,0.03,6.0,661,No,0
29.0,HighSchool,196407.0,6,RENT,25000.0,DEBTCONSOLIDATION,0.13,5.0,678,Yes,0
27.0,HighSchool,56018.0,4,RENT,2000.0,MEDICAL,0.04,5.0,698,Yes,0
25.0,Master,65815.0,0,RENT,5400.0,EDUCATION,0.08,3.0,684,No,0
25.0,Master,51826.0,0,OWN,8000.0,HOMEIMPROVEMENT,0.15,4.0,616,Yes,0
24.0,Bachelor,222674.0,0,MORTGAGE,3000.0,MEDICAL,0.01,2.0,566,Yes,0
29.0,Associate,49234.0,7,MORTGAGE,25000.0,PERSONAL,0.51,7.0,650,Yes,0
25.0,Bachelor,91275.0,4,MORTGAGE,6000.0,MEDICAL,0.07,4.0,650,Yes,0
32.0,HighSchool,58907.0,10,OWN,3000.0,EDUCATION,0.05,7.0,628,Yes,0
26.0,Associate,41848.0,3,RENT,4965.0,VENTURE,0.12,4.0,592,Yes,0
25.0,Associate,93358.0,2,RENT,15000.0,PERSONAL,0.16,4.0,652,No,0
44.0,HighSchool,97195.0,19,MORTGAGE,8000.0,MEDICAL,0.08,16.0,669,Yes,0
25.0,Associate,62031.0,1,RENT,3000.0,DEBTCONSOLIDATION,0.05,2.0,587,Yes,0
44.0,HighSchool,252856.0,23,MORTGAGE,25000.0,VENTURE,0.1,14.0,685,Yes,0
31.0,HighSchool,36929.0,8,RENT,7200.0,VENTURE,0.19,6.0,588,Yes,0
23.0,HighSchool,60737.0,1,MORTGAGE,6000.0,PERSONAL,0.1,3.0,626,Yes,0
37.0,HighSchool,49344.0,15,OWN,15000.0,VENTURE,0.3,14.0,690,No,0
34.0,Bachelor,82652.0,13,MORTGAGE,15000.0,PERSONAL,0.18,5.0,678,Yes,0
25.0,HighSchool,78924.0,2,MORTGAGE,2000.0,DEBTCONSOLIDATION,0.03,2.0,608,No,0
24.0,HighSchool,60073.0,1,RENT,11000.0,VENTURE,0.18,2.0,674,No,0
29.0,Bachelor,141252.0,7,MORTGAGE,7800.0,VENTURE,0.06,8.0,708,Yes,0
26.0,HighSchool,113002.0,4,RENT,20000.0,PERSONAL,0.18,2.0,631,No,0
34.0,Master,28468.0,12,OWN,2500.0,VENTURE,0.09,9.0,680,Yes,0
26.0,HighSchool,25949.0,2,RENT,5000.0,PERSONAL,0.19,5.0,675,Yes,0
23.0,Associate,86601.0,0,RENT,11027.0,DEBTCONSOLIDATION,0.13,3.0,505,Yes,0
24.0,Master,61011.0,2,RENT,7000.0,VENTURE,0.11,3.0,706,No,0
25.0,Bachelor,108758.0,2,RENT,25000.0,MEDICAL,0.23,4.0,611,No,0
37.0,Bachelor,106632.0,12,MORTGAGE,9925.0,HOMEIMPROVEMENT,0.09,16.0,682,No,0
27.0,Master,116176.0,4,MORTGAGE,20000.0,VENTURE,0.17,5.0,689,Yes,0
35.0,Master,81423.0,12,MORTGAGE,10000.0,HOMEIMPROVEMENT,0.12,11.0,608,Yes,0
26.0,HighSchool,133476.0,0,RENT,25000.0,PERSONAL,0.19,2.0,641,Yes,0
28.0,Master,91067.0,3,OWN,12000.0,EDUCATION,0.13,5.0,581,Yes,0
34.0,Associate,43027.0,12,RENT,10600.0,MEDICAL,0.25,10.0,591,Yes,0
23.0,Associate,82905.0,0,MORTGAGE,10000.0,MEDICAL,0.12,4.0,563,Yes,0
27.0,Bachelor,79103.0,4,RENT,8400.0,EDUCATION,0.11,5.0,629,Yes,0
22.0,HighSchool,73162.0,0,RENT,15000.0,MEDICAL,0.21,3.0,650,No,0
33.0,HighSchool,105779.0,11,MORTGAGE,9000.0,VENTURE,0.09,7.0,653,No,0
43.0,Bachelor,421260.0,19,MORTGAGE,18000.0,MEDICAL,0.04,16.0,702,Yes,0
32.0,HighSchool,95940.0,12,MORTGAGE,7800.0,HOMEIMPROVEMENT,0.08,8.0,689,No,0
34.0,Associate,79105.0,9,MORTGAGE,5000.0,HOMEIMPROVEMENT,0.06,9.0,659,Yes,0
30.0,Associate,65836.0,7,MORTGAGE,15000.0,MEDICAL,0.23,9.0,647,Yes,0
23.0,Bachelor,29733.0,0,OWN,8000.0,EDUCATION,0.27,2.0,639,No,0
40.0,HighSchool,181064.0,17,MORTGAGE,12000.0,PERSONAL,0.07,15.0,661,Yes,0
39.0,Associate,66748.0,18,MORTGAGE,10000.0,PERSONAL,0.15,16.0,649,No,0
22.0,Associate,31907.0,0,OWN,3500.0,VENTURE,0.11,2.0,561,Yes,0
23.0,HighSchool,51571.0,0,RENT,6017.0,VENTURE,0.12,4.0,670,Yes,0
28.0,Bachelor,124731.0,6,RENT,10000.0,DEBTCONSOLIDATION,0.08,8.0,684,Yes,0
22.0,Master,72639.0,0,OWN,20000.0,EDUCATION,0.28,3.0,702,No,0
25.0,Associate,120853.0,0,MORTGAGE,29606.0,PERSONAL,0.24,3.0,559,Yes,0
23.0,HighSchool,68203.0,0,MORTGAGE,7200.0,VENTURE,0.11,2.0,578,Yes,0
35.0,Master,91085.0,16,MORTGAGE,4000.0,DEBTCONSOLIDATION,0.04,5.0,693,Yes,0
22.0,Master,48971.0,0,RENT,4000.0,DEBTCONSOLIDATION,0.08,3.0,668,Yes,0
25.0,Associate,75915.0,0,MORTGAGE,8000.0,HOMEIMPROVEMENT,0.11,2.0,587,Yes,0
23.0,Bachelor,102017.0,0,RENT,15000.0,EDUCATION,0.15,4.0,664,No,0
28.0,Associate,151978.0,5,MORTGAGE,13800.0,PERSONAL,0.09,6.0,630,Yes,0
24.0,Associate,84520.0,1,MORTGAGE,5000.0,PERSONAL,0.06,3.0,697,Yes,0
34.0,Associate,45517.0,7,RENT,11000.0,VENTURE,0.24,10.0,571,No,0
25.0,Bachelor,84745.0,6,RENT,10000.0,EDUCATION,0.12,3.0,625,Yes,0
27.0,Bachelor,87431.0,6,RENT,6000.0,DEBTCONSOLIDATION,0.07,10.0,571,No,0
32.0,Bachelor,133224.0,10,MORTGAGE,9000.0,EDUCATION,0.07,10.0,663,No,0
34.0,HighSchool,72769.0,10,MORTGAGE,14000.0,EDUCATION,0.19,5.0,577,Yes,0
22.0,Bachelor,125433.0,0,MORTGAGE,13600.0,PERSONAL,0.11,2.0,564,Yes,0
24.0,Bachelor,77660.0,5,MORTGAGE,13225.0,MEDICAL,0.17,3.0,497,Yes,0
22.0,Bachelor,105140.0,0,RENT,20000.0,EDUCATION,0.19,4.0,665,No,0
23.0,Associate,115855.0,0,MORTGAGE,10000.0,EDUCATION,0.09,3.0,614,No,0
25.0,Associate,44389.0,4,MORTGAGE,7000.0,HOMEIMPROVEMENT,0.16,4.0,635,Yes,0
32.0,Associate,58793.0,9,RENT,14100.0,EDUCATION,0.24,5.0,577,Yes,0
23.0,Bachelor,36471.0,0,MORTGAGE,1000.0,MEDICAL,0.03,2.0,685,Yes,0
29.0,HighSchool,75652.0,3,RENT,9000.0,DEBTCONSOLIDATION,0.12,7.0,606,Yes,0
28.0,Associate,73227.0,5,OWN,7000.0,EDUCATION,0.1,9.0,519,Yes,0
25.0,Associate,34344.0,2,RENT,7000.0,MEDICAL,0.2,5.0,716,No,0
28.0,Master,78762.0,9,MORTGAGE,12000.0,EDUCATION,0.15,7.0,653,No,0
21.0,Bachelor,79187.0,0,MORTGAGE,10000.0,EDUCATION,0.13,3.0,642,No,0
31.0,Associate,60996.0,10,OWN,4287.0,HOMEIMPROVEMENT,0.07,9.0,636,No,0
26.0,Associate,46680.0,1,MORTGAGE,18347.0,MEDICAL,0.39,3.0,650,Yes,0
26.0,Master,78655.0,3,RENT,12000.0,DEBTCONSOLIDATION,0.15,4.0,652,No,0
26.0,Bachelor,101803.0,2,MORTGAGE,7500.0,PERSONAL,0.07,3.0,697,No,0
36.0,Master,49092.0,12,RENT,5700.0,MEDICAL,0.12,13.0,709,No,0
30.0,Bachelor,81312.0,9,MORTGAGE,15000.0,PERSONAL,0.18,9.0,714,Yes,0
24.0,HighSchool,48989.0,2,RENT,7000.0,EDUCATION,0.14,2.0,638,No,0
26.0,HighSchool,114923.0,3,MORTGAGE,18000.0,DEBTCONSOLIDATION,0.16,4.0,652,Yes,0
31.0,Associate,422979.0,8,MORTGAGE,10500.0,HOMEIMPROVEMENT,0.02,8.0,623,Yes,0
22.0,Associate,97014.0,0,RENT,7000.0,PERSONAL,0.07,2.0,650,No,0
23.0,Associate,36757.0,0,MORTGAGE,8000.0,HOMEIMPROVEMENT,0.22,4.0,576,Yes,0
31.0,Bachelor,109625.0,5,MORTGAGE,18000.0,MEDICAL,0.16,10.0,581,Yes,0
22.0,HighSchool,49147.0,1,RENT,2400.0,EDUCATION,0.05,2.0,660,Yes,0
21.0,Associate,57716.0,0,MORTGAGE,7000.0,MEDICAL,0.12,4.0,618,Yes,0
25.0,Associate,85328.0,0,RENT,7000.0,HOMEIMPROVEMENT,0.08,4.0,629,Yes,0
31.0,Master,121271.0,9,RENT,10000.0,VENTURE,0.08,8.0,638,No,0
33.0,Doctorate,80786.0,14,MORTGAGE,10000.0,MEDICAL,0.12,7.0,683,No,0
44.0,Bachelor,52535.0,22,RENT,7800.0,DEBTCONSOLIDATION,0.15,13.0,598,Yes,0
26.0,Associate,76695.0,5,RENT,7000.0,VENTURE,0.09,2.0,712,No,0
22.0,HighSchool,40803.0,0,RENT,5000.0,EDUCATION,0.12,4.0,650,Yes,0
22.0,Bachelor,55280.0,3,MORTGAGE,8000.0,EDUCATION,0.14,2.0,542,Yes,0
22.0,Master,47893.0,0,OWN,1000.0,MEDICAL,0.02,2.0,620,Yes,0
25.0,HighSchool,51393.0,5,RENT,2000.0,VENTURE,0.04,3.0,673,Yes,0
33.0,Bachelor,70433.0,9,RENT,17500.0,DEBTCONSOLIDATION,0.25,10.0,622,Yes,0
26.0,Bachelor,90978.0,3,RENT,20000.0,MEDICAL,0.22,4.0,652,Yes,0
30.0,Associate,108857.0,8,MORTGAGE,24250.0,MEDICAL,0.22,6.0,614,Yes,0
33.0,HighSchool,71890.0,8,RENT,9600.0,MEDICAL,0.13,8.0,696,No,0
39.0,HighSchool,95513.0,17,RENT,4000.0,VENTURE,0.04,11.0,700,Yes,0
22.0,Associate,60835.0,1,RENT,3000.0,PERSONAL,0.05,3.0,588,No,0
24.0,Bachelor,96802.0,1,RENT,2500.0,HOMEIMPROVEMENT,0.03,2.0,629,Yes,0
26.0,Bachelor,112054.0,3,MORTGAGE,14500.0,MEDICAL,0.13,4.0,695,No,0
23.0,Bachelor,74913.0,0,MORTGAGE,11200.0,DEBTCONSOLIDATION,0.15,4.0,665,No,0
23.0,HighSchool,26535.0,3,OWN,3825.0,VENTURE,0.14,4.0,600,Yes,0
21.0,Associate,101692.0,2,MORTGAGE,10000.0,DEBTCONSOLIDATION,0.1,4.0,468,Yes,0
30.0,Bachelor,50072.0,2,RENT,6631.0,DEBTCONSOLIDATION,0.13,5.0,609,Yes,0
29.0,HighSchool,58560.0,5,MORTGAGE,4500.0,MEDICAL,0.08,7.0,674,Yes,0
24.0,Associate,79141.0,1,RENT,15000.0,VENTURE,0.19,3.0,656,No,0
37.0,HighSchool,63489.0,16,RENT,14000.0,VENTURE,0.22,11.0,645,Yes,0
28.0,Bachelor,90882.0,5,RENT,6000.0,VENTURE,0.07,9.0,663,Yes,0
25.0,Bachelor,90816.0,4,MORTGAGE,7200.0,HOMEIMPROVEMENT,0.08,4.0,624,Yes,0
27.0,Associate,49135.0,7,RENT,3000.0,PERSONAL,0.06,8.0,639,Yes,0
24.0,HighSchool,54991.0,1,RENT,10000.0,EDUCATION,0.18,2.0,704,Yes,0
32.0,Associate,289054.0,10,MORTGAGE,8400.0,MEDICAL,0.03,5.0,695,Yes,0
23.0,Associate,38350.0,0,RENT,1500.0,DEBTCONSOLIDATION,0.04,3.0,538,Yes,0
24.0,HighSchool,35994.0,3,MORTGAGE,2500.0,PERSONAL,0.07,3.0,588,No,0
39.0,Associate,54384.0,17,RENT,6000.0,MEDICAL,0.11,17.0,634,No,0
24.0,HighSchool,66964.0,1,MORTGAGE,5275.0,HOMEIMPROVEMENT,0.08,4.0,589,Yes,0
34.0,HighSchool,48842.0,11,RENT,5000.0,EDUCATION,0.1,5.0,641,Yes,0
24.0,HighSchool,95528.0,4,RENT,8000.0,MEDICAL,0.08,4.0,652,Yes,0
30.0,Associate,96813.0,11,MORTGAGE,6000.0,VENTURE,0.06,6.0,654,Yes,0
22.0,Bachelor,79859.0,1,OWN,7500.0,DEBTCONSOLIDATION,0.09,4.0,636,Yes,0
38.0,Bachelor,36871.0,15,MORTGAGE,10000.0,PERSONAL,0.27,17.0,598,No,0
24.0,Associate,121082.0,0,MORTGAGE,4144.0,EDUCATION,0.03,3.0,672,Yes,0
32.0,Bachelor,61071.0,10,RENT,4000.0,DEBTCONSOLIDATION,0.07,8.0,641,Yes,0
32.0,HighSchool,186782.0,11,MORTGAGE,8000.0,MEDICAL,0.04,6.0,683,No,0
27.0,Associate,71689.0,3,OWN,24250.0,MEDICAL,0.34,9.0,567,Yes,0
23.0,Master,91099.0,1,RENT,12000.0,MEDICAL,0.13,3.0,670,Yes,0
22.0,HighSchool,72931.0,0,OWN,14000.0,EDUCATION,0.19,2.0,619,Yes,0
24.0,HighSchool,78829.0,4,MORTGAGE,10000.0,MEDICAL,0.13,3.0,578,Yes,0
24.0,Associate,36017.0,4,RENT,4750.0,EDUCATION,0.13,4.0,671,No,0
34.0,Bachelor,105190.0,11,RENT,2500.0,EDUCATION,0.02,5.0,701,Yes,0
34.0,Bachelor,1138723.0,12,MORTGAGE,2000.0,PERSONAL,0.0,7.0,609,Yes,0
26.0,Bachelor,192954.0,5,RENT,25000.0,PERSONAL,0.13,4.0,694,No,0
27.0,Bachelor,168827.0,6,RENT,5000.0,VENTURE,0.03,8.0,670,No,0
21.0,Bachelor,49181.0,2,RENT,4200.0,MEDICAL,0.09,4.0,619,Yes,0
30.0,Bachelor,80779.0,7,MORTGAGE,15000.0,VENTURE,0.19,8.0,556,Yes,0
29.0,HighSchool,39999.0,5,RENT,7370.0,MEDICAL,0.18,5.0,534,Yes,0
23.0,Bachelor,44280.0,1,RENT,3700.0,DEBTCONSOLIDATION,0.08,2.0,562,Yes,0
24.0,Associate,51531.0,2,MORTGAGE,2000.0,PERSONAL,0.04,2.0,593,Yes,0
24.0,HighSchool,135648.0,3,MORTGAGE,3000.0,EDUCATION,0.02,3.0,618,No,0
28.0,Associate,150903.0,7,MORTGAGE,8000.0,MEDICAL,0.05,6.0,520,Yes,0
34.0,Bachelor,97265.0,11,MORTGAGE,15000.0,PERSONAL,0.15,9.0,631,No,0
50.0,Associate,49258.0,32,OWN,8000.0,HOMEIMPROVEMENT,0.16,14.0,666,No,0
24.0,Associate,61173.0,0,RENT,10000.0,HOMEIMPROVEMENT,0.16,4.0,517,Yes,0
24.0,Bachelor,49010.0,0,RENT,10000.0,EDUCATION,0.2,4.0,677,Yes,0
26.0,Associate,216540.0,1,MORTGAGE,25000.0,HOMEIMPROVEMENT,0.12,4.0,633,No,0
25.0,Master,44098.0,6,RENT,3350.0,PERSONAL,0.08,4.0,682,Yes,0
44.0,HighSchool,29933.0,21,RENT,4435.0,EDUCATION,0.15,17.0,588,Yes,0
28.0,Bachelor,49131.0,4,OWN,5000.0,VENTURE,0.1,5.0,669,No,0
24.0,Bachelor,72950.0,0,RENT,12000.0,DEBTCONSOLIDATION,0.16,2.0,596,Yes,0
58.0,HighSchool,120577.0,40,MORTGAGE,6000.0,PERSONAL,0.05,19.0,699,No,0
41.0,Master,55808.0,17,RENT,9000.0,DEBTCONSOLIDATION,0.16,12.0,663,Yes,0
41.0,Bachelor,79484.0,15,RENT,5000.0,HOMEIMPROVEMENT,0.06,17.0,630,No,0
22.0,HighSchool,81927.0,0,RENT,7500.0,VENTURE,0.09,2.0,697,Yes,0
36.0,HighSchool,61071.0,16,RENT,3000.0,VENTURE,0.05,11.0,528,Yes,0
23.0,Associate,108931.0,1,RENT,8000.0,MEDICAL,0.07,3.0,566,Yes,0
26.0,Bachelor,157473.0,7,RENT,4550.0,MEDICAL,0.03,3.0,587,No,0
34.0,Bachelor,99614.0,13,RENT,6000.0,MEDICAL,0.06,5.0,688,Yes,0
23.0,HighSchool,90831.0,0,OWN,15000.0,EDUCATION,0.17,4.0,687,No,0
25.0,Associate,50505.0,5,RENT,11889.0,PERSONAL,0.24,3.0,637,Yes,0
23.0,Bachelor,118913.0,0,OWN,10000.0,EDUCATION,0.08,3.0,605,Yes,0
32.0,HighSchool,54919.0,8,MORTGAGE,2100.0,DEBTCONSOLIDATION,0.04,10.0,588,No,0
23.0,Bachelor,120886.0,2,MORTGAGE,10000.0,VENTURE,0.08,2.0,631,No,0
32.0,Bachelor,192704.0,11,MORTGAGE,3200.0,MEDICAL,0.02,5.0,647,Yes,0
30.0,Master,60880.0,6,RENT,3000.0,HOMEIMPROVEMENT,0.05,10.0,733,No,0
27.0,Bachelor,35820.0,6,RENT,4000.0,VENTURE,0.11,8.0,659,Yes,0
37.0,HighSchool,75243.0,13,RENT,2788.0,PERSONAL,0.04,12.0,616,No,0
28.0,Associate,102738.0,7,RENT,9000.0,HOMEIMPROVEMENT,0.09,7.0,647,No,0
22.0,Master,80082.0,0,MORTGAGE,2400.0,VENTURE,0.03,2.0,705,Yes,0
23.0,HighSchool,44334.0,0,MORTGAGE,2000.0,EDUCATION,0.05,2.0,673,Yes,0
22.0,HighSchool,46674.0,0,RENT,8000.0,EDUCATION,0.17,4.0,591,No,0
21.0,Associate,78854.0,0,RENT,4800.0,HOMEIMPROVEMENT,0.06,3.0,660,No,0
30.0,Bachelor,66983.0,8,MORTGAGE,11000.0,MEDICAL,0.16,8.0,676,Yes,0
27.0,Master,43013.0,4,RENT,10000.0,VENTURE,0.23,8.0,626,Yes,0
22.0,Bachelor,87695.0,3,RENT,6700.0,EDUCATION,0.08,4.0,654,Yes,0
35.0,Bachelor,106523.0,12,RENT,6000.0,PERSONAL,0.06,8.0,610,No,0
28.0,Bachelor,61022.0,6,RENT,8000.0,MEDICAL,0.13,7.0,612,Yes,0
22.0,HighSchool,38629.0,0,RENT,5000.0,PERSONAL,0.13,3.0,640,Yes,0
24.0,Associate,120903.0,0,MORTGAGE,14000.0,MEDICAL,0.12,3.0,641,Yes,0
45.0,Doctorate,90905.0,19,MORTGAGE,10000.0,MEDICAL,0.11,17.0,693,No,0
23.0,Bachelor,86343.0,0,RENT,11300.0,PERSONAL,0.13,3.0,654,Yes,0
28.0,Associate,121347.0,0,MORTGAGE,11156.0,DEBTCONSOLIDATION,0.09,3.0,639,Yes,0
26.0,Master,96814.0,2,MORTGAGE,15000.0,HOMEIMPROVEMENT,0.15,2.0,630,No,0
23.0,Associate,79222.0,0,MORTGAGE,12000.0,EDUCATION,0.15,3.0,555,Yes,0
25.0,Master,281501.0,4,MORTGAGE,20000.0,MEDICAL,0.07,4.0,623,Yes,0
24.0,Associate,58499.0,0,RENT,3700.0,MEDICAL,0.06,4.0,571,Yes,0
29.0,Bachelor,72879.0,5,RENT,12000.0,MEDICAL,0.16,7.0,665,Yes,0
37.0,HighSchool,721223.0,12,OWN,16000.0,HOMEIMPROVEMENT,0.02,14.0,599,Yes,0
32.0,Bachelor,81813.0,11,RENT,3000.0,DEBTCONSOLIDATION,0.04,9.0,593,Yes,0
45.0,Bachelor,72702.0,24,MORTGAGE,4800.0,MEDICAL,0.07,15.0,721,No,0
26.0,HighSchool,70284.0,5,RENT,7000.0,PERSONAL,0.1,4.0,636,No,0
24.0,Bachelor,65886.0,2,RENT,16000.0,DEBTCONSOLIDATION,0.24,4.0,627,Yes,0
32.0,HighSchool,173012.0,10,MORTGAGE,10000.0,HOMEIMPROVEMENT,0.06,7.0,670,No,0
25.0,HighSchool,73105.0,4,MORTGAGE,10000.0,EDUCATION,0.14,4.0,483,Yes,0
38.0,HighSchool,72973.0,18,OWN,6000.0,VENTURE,0.08,14.0,666,No,0
23.0,Bachelor,169438.0,1,RENT,9000.0,EDUCATION,0.05,3.0,637,Yes,0
23.0,Bachelor,81580.0,1,RENT,20000.0,MEDICAL,0.25,2.0,607,Yes,0
24.0,HighSchool,58537.0,0,OWN,15000.0,EDUCATION,0.26,4.0,661,Yes,0
23.0,HighSchool,57979.0,3,RENT,3500.0,EDUCATION,0.06,2.0,674,Yes,0
23.0,HighSchool,48964.0,1,RENT,6000.0,VENTURE,0.12,2.0,638,Yes,0
26.0,Bachelor,202337.0,2,RENT,20000.0,VENTURE,0.1,4.0,652,No,0
24.0,Bachelor,96497.0,1,MORTGAGE,12000.0,HOMEIMPROVEMENT,0.12,4.0,569,Yes,0
30.0,Bachelor,74936.0,8,MORTGAGE,20000.0,DEBTCONSOLIDATION,0.27,8.0,699,No,0
26.0,HighSchool,89626.0,1,RENT,1187.0,DEBTCONSOLIDATION,0.01,2.0,610,Yes,0
28.0,Associate,39975.0,4,MORTGAGE,3000.0,VENTURE,0.08,5.0,606,No,0
41.0,Associate,75831.0,20,MORTGAGE,5000.0,HOMEIMPROVEMENT,0.07,15.0,677,Yes,0
24.0,Associate,87222.0,2,RENT,14400.0,PERSONAL,0.17,4.0,516,Yes,0
